Job ID,Title,Company,Location,Posted Date,Date Posted ISO,Job URL,Description,Seniority Level,Employment Type,Job Function,Industries
4430955080,Cleaner,OCS,"Musselburgh, Scotland, United Kingdom",1 month ago,2026-07-01,https://uk.linkedin.com/jobs/view/cleaner-at-ocs-4430955080,"About The Role:
Main Purpose:
To maintain the school premises to a high standard of cleanliness; required to clean all rooms, including classrooms, offices, toilets, cloakrooms, staircases, and all other areas in use.
The position is a term time post. You will be required to participate in the annual deep clean of the school for 2 weeks during the summer holidays.
Key Responsibilities:
To be responsible for cleaning areas of the school site as allocated by the cleaning supervisor.
To use cleaning materials as instructed by the cleaning supervisor.
To operate cleaning machinery in cleaning soft and hard surfaces, e.g. vacuum cleaners and polishers.
To maintain confidentiality in respect of school-related matters and to prevent disclosure of confidential and sensitive information.
Vacuum cleaning hard and soft floors.
Spot cleaning of spillages.
Wiping furniture, ledges, pipes, paintwork, doors and polishing door glass and windows.
Emptying and cleaning waste and recycling bins.
Cleaning toilets including sanitary fittings and surrounds.
Mopping and spray cleaning hard floor surfaces.
Wiping and polishing and straightening furniture.
Replenishing supplies in toilets and classrooms, etc.
Checking and closing windows, switching off lights after work, locking doors when rooms are completed.
Reporting of misuse or vandalism.
During holiday periods when the school is closed, or annual deep cleans routine cleaning is undertaken throughout the school. This may include, removing chewing gum from floors, under desks, etc., high level dusting, wall washing, and moving furniture to deep clean classrooms, etc.
Undertake any additional cleaning duties as directed, by the Cleaning Supervisor or Soft Services Manager.
All defects/hazards must be immediately reported to the Cleaning Supervisor.
To ensure that all Health & Safety procedures are followed, in accordance with company policies
Skills & Knowledge:
BICSc certification, or equivalent to an appropriate level, or be able to obtain after training.
A track record of delivering a similar role.
Experience in a cleaning environment, preferably multi-site.
About The Company:
OCS UK & Ireland is a leading facilities management company with 50,000+ colleagues and a turnover in excess of £2bn. We deliver innovative, award-winning services within facilities management, hard services, cleaning, security and catering.
Our mission is to make people and places the best they can be for our colleagues, customers and the communities we serve. Our commitment to doing business the right way is rooted in our TRUE values -
Trust, Respect, Unity, and Empowerment.
Why Work for OCS?
✅
Award-Winning Employer
: Ranked 36th on Glassdoor’s Best Companies to Work For 2025 — we value and motivate our people.
🚀
Digital Learning
: The OCS Academy offers digital courses and resources to help you build skills and grow your career.
🙂
Retail Perks
With our Hapi app, you can gain access to exclusive discounts, rewards and wellbeing resources.
📝
Professional Growth
: 600+ live learners across UK&I — Empowering colleagues with further development and qualifications!
💰
Flexible Pay
: Access a portion of earned wages before payday with our Wagestream App! (Contract Specific)
How to Apply:
If you are interested in joining a business that encourages professional development, career progression and the chance to work with inspirational people then please click apply and register your interest! You can also sign up to our job alerts when registering which will notify you when other suitable vacancies are available.
We are an equal opportunities employer and rely on a diverse workforce with a broad range of knowledge, skills, and backgrounds to deliver our goals. We offer an inclusive and welcoming environment and actively encourage applications from all individuals regardless of race, gender, nationality, religion, sexual orientation, disability, or age.
Show more
Show less",Not Applicable,Full-time,Management and Manufacturing,Facilities Services
4437267897,Market Street Baker,Morrisons,"Wishaw, Scotland, United Kingdom",6 days ago,2026-08-03,https://uk.linkedin.com/jobs/view/market-street-baker-at-morrisons-4437267897,"Do you want to join an organisation where you can ‘prove’ yourself?
Are you are passionate about baking, either working as a trained baker or in a bakery or in a professional kitchen. If so, this is an opportunity you ‘Doughnut’ want to miss!
Do you have a naturally helpful and friendly style, enjoy meeting new people and going above and beyond for customers?
As a Market Street Baker you are the face of our fresh bakery in store and as part of your role you will:
Ensure customer confidence in availability of fresh bakery products
Maintain quality, fresh and attractive displays of food throughout the trading day to promote sales
Prepare bakery products for sale to company specification, using the appropriate equipment (e.g. prover, oven, mixer) and bakery skills. This will include a variety of bread, rolls, doughnuts, and fruited products
Deliver outstanding, friendly and helpful service, helping remove barriers and creating moments that matter for our customers, highlighting the traditional skills and fresh products we offer
In return for your hard work we will offer you:
Fully flexible shift patterns
Six weeks holiday (including bank holidays)
15% discount in our supermarkets and convenience stores available from the day you join us
Additional 10% discount card for a Friend or Family member
Career progression and development opportunities
Subsidised in store cafe or shop floor ranges
Competitive pension and life assurance
Healthcare/Well-being benefits including Aviva Digital GP
Morrisons MyPerks with discounts at high street shops, cinemas and gyms, and lots more
Optional Payroll charity donations
A range of family friendly policies including 26 weeks maternity and adoption leave along with neonatal and fertility leave
We want to provide everyone with the opportunity to succeed in their role and career with us. It’s one of our main ambitions here at Morrisons, so this could just be the start of your Morrisons journey.
About You
You’ll be the kind of person who:
Is friendly and supportive, loves meeting new people and going above and beyond for our customers
Enjoys being active and working in a fast paced varied environment
Likes to use your own initiative to help support and resolve customer queries
Has the ability to use a range of equipment whilst maintaining high standards of Health & Safety
Has competent Baker skills, mix and mould dough to make bakery products
Enjoys working flexibly across other fresh counters to ensure our customers are catered for across Market Street
What happens next?
Click apply today to join our team - it only takes a couple of minutes! We’ll contact you soon, so please check your emails and phone regularly.
Please note: We will only recruit individuals who are over the school leaver’s age. To find out the school leavers age please visit the following link
At Morrisons, we are committed to ensuring a fair and inclusive recruitment process. You can find answers to common questions on our FAQs page, including how to request reasonable adjustments. Should you need any reasonable adjustments at any stage of the process, please let us know and we'd be happy to support you.
About Us
We love providing our customers with a great shopping experience they won’t find anywhere else. We are one of the UK’s largest supermarkets, we provide great value for money and good quality fresh food and groceries to over 11 million customers every week. Our focus on freshness makes us stand out as we prepare more fresh food in-store than any other supermarket.
We’ve lots of opportunities for you to play your part. So, whether you want to make the freshest food or serve our customers, we’d love to meet you... We're Foodmakers and Shopkeepers and together, we make Morrisons. What we make, makes us who we are
Show more
Show less",Not Applicable,Full-time,Management and Manufacturing,Retail
4450318521,Hygiene Operative,OCS,"Scotland, United Kingdom",2 days ago,2026-08-07,https://uk.linkedin.com/jobs/view/hygiene-operative-at-ocs-4450318521,"About The Role:
We are currently recruiting for a Hygiene Operative to support our client’s site.
At OCS, our cleaners play an important part in providing safe, clean environments in which our customers can thrive in their workspaces. This role is based in a food manufacturing environment.
Your key responsibilities will include, but are not limited to:
Cleaning in a food factory to a level of excellence against food industry standards.
An awareness of the need to maintain high standards of cleanliness and hygiene.
Adhere to safety protocols and guidelines to ensure a secure work environment.
This role may require the use of heavy industrial equipment, specialist chemicals and working at heights.
The ideal candidate should meet the following criteria:
You must have Right to Work in the UK
A background working in cleaning/ food manufacturing environment would be advantageous.
Willingness to work at height.
COSHH and IOSH trained desirable.
About The Company:
OCS UK & Ireland is a leading facilities management company with 50,000+ colleagues and a turnover in excess of £2bn. We deliver innovative, award-winning services within facilities management, hard services, cleaning, security and catering.
Our mission is to make people and places the best they can be for our colleagues, customers and the communities we serve. Our commitment to doing business the right way is rooted in our TRUE values -
Trust, Respect, Unity, and Empowerment.
Why Work for OCS?
✅
Award-Winning Employer
: Ranked 36th on Glassdoor’s Best Companies to Work For 2025 — we value and motivate our people.
🚀
Digital Learning
: The OCS Academy offers digital courses and resources to help you build skills and grow your career.
🙂
Retail Perks
With our Hapi app, you can gain access to exclusive discounts, rewards and wellbeing resources.
📝
Professional Growth
: 600+ live learners across UK&I — Empowering colleagues with further development and qualifications!
💰
Flexible Pay
: Access a portion of earned wages before payday with our Wagestream App! (Contract Specific)
How to Apply:
If you are interested in joining a business that encourages professional development, career progression and the chance to work with inspirational people then please click apply and register your interest! You can also sign up to our job alerts when registering which will notify you when other suitable vacancies are available.
We are an equal opportunities employer and rely on a diverse workforce with a broad range of knowledge, skills, and backgrounds to deliver our goals. We offer an inclusive and welcoming environment and actively encourage applications from all individuals regardless of race, gender, nationality, religion, sexual orientation, disability, or age.
Show more
Show less",Not Applicable,Full-time,Other,Facilities Services
4450321390,Hygiene Operative,OCS,"Scotland, United Kingdom",2 days ago,2026-08-07,https://uk.linkedin.com/jobs/view/hygiene-operative-at-ocs-4450321390,"About The Role:
We are currently recruiting for a Hygiene Operative to support our client’s site.
At OCS, our cleaners play an important part in providing safe, clean environments in which our customers can thrive in their workspaces. This role is based in a food manufacturing environment.
Your key responsibilities will include, but are not limited to:
Cleaning in a food factory to a level of excellence against food industry standards.
An awareness of the need to maintain high standards of cleanliness and hygiene.
Adhere to safety protocols and guidelines to ensure a secure work environment.
This role may require the use of heavy industrial equipment, specialist chemicals and working at heights.
The ideal candidate should meet the following criteria:
You must have Right to Work in the UK
A background working in cleaning/ food manufacturing environment would be advantageous.
Willingness to work at height.
COSHH and IOSH trained desirable.
About The Company:
OCS UK & Ireland is a leading facilities management company with 50,000+ colleagues and a turnover in excess of £2bn. We deliver innovative, award-winning services within facilities management, hard services, cleaning, security and catering.
Our mission is to make people and places the best they can be for our colleagues, customers and the communities we serve. Our commitment to doing business the right way is rooted in our TRUE values -
Trust, Respect, Unity, and Empowerment.
Why Work for OCS?
✅
Award-Winning Employer
: Ranked 36th on Glassdoor’s Best Companies to Work For 2025 — we value and motivate our people.
🚀
Digital Learning
: The OCS Academy offers digital courses and resources to help you build skills and grow your career.
🙂
Retail Perks
With our Hapi app, you can gain access to exclusive discounts, rewards and wellbeing resources.
📝
Professional Growth
: 600+ live learners across UK&I — Empowering colleagues with further development and qualifications!
💰
Flexible Pay
: Access a portion of earned wages before payday with our Wagestream App! (Contract Specific)
How to Apply:
If you are interested in joining a business that encourages professional development, career progression and the chance to work with inspirational people then please click apply and register your interest! You can also sign up to our job alerts when registering which will notify you when other suitable vacancies are available.
We are an equal opportunities employer and rely on a diverse workforce with a broad range of knowledge, skills, and backgrounds to deliver our goals. We offer an inclusive and welcoming environment and actively encourage applications from all individuals regardless of race, gender, nationality, religion, sexual orientation, disability, or age.
Show more
Show less",Not Applicable,Full-time,Other,Facilities Services
4413373123,Installer,Hillarys,"Musselburgh, Scotland, United Kingdom",2 months ago,2026-05-18,https://uk.linkedin.com/jobs/view/installer-at-hillarys-4413373123,"A flexible opportunity that works around you whether you’re looking for Full or Part-Time.
Imagine working for yourself, close to home, at your pace, around your lifestyle and commitments. Our network of over 1200 local Advisors enjoy these benefits, alongside great earnings.
Hillarys, established over 50 years ago, remains the UK’s leading provider of window furnishings solutions with an annual turnover of £250m. We’re still enjoying strong growth and looking for more Advisors to join our team.
As an Installer you will visit customers in their homes to measure and install a fantastic range of products, including shutters. Our team of Design Consultants will process the order and take payment so you can focus on offering great customer service.
If this is unlike anything you’ve done before that’s ok - most of our self-employed Advisors started from the same position and have gone on to run successful Hillarys businesses for many years with our support. Some of our installers have experience in construction or trades such as joiners, carpenters, and window or kitchen fitters. Your strong desire to learn and our award winning training will help you succeed.
We make it easy to find out more so why not join us on a virtual
Discovery Session
and learn everything you need to know about being a Hillarys Advisor. You can ask a current Advisor and one of our Area Managers any relevant questions - all from the comfort of your armchair with zero commitment!
Work for yourself, not by yourself
: the benefits of your own local business, within a model that removes the worries:
We’re experts in advertising so you won’t worry about finding customers
Have the confidence that over 70% of customers go on to purchase from their Hillarys Advisor
You can focus on outstanding Service, ensuring your customers buy, and come back time and again
Flexible hours to suit your lifestyle: manage your own diary and the time you want to commit
There’s a reason that so many Hillarys Advisors are successful. We’re just as committed as you to the partnership - that starts with a comprehensive package: Training-for-life, local business support, a plan that’s built around you, and all the things you’ll need to ensure a professional approach and finish from day one:
All the professional and practical Training you’ll ever need as you start and develop your business.
Comprehensive Sales Toolkit including complete Product samples, Tablet and software
Full Installation Toolkit, including all measuring equipment, and tools (including power tools)
A professional image - Hillarys branded clothing, and personalised business cards & leaflets
This is wrapped into a one-off with investment packages available from £1995 and we’ve even got flexible ways to pay to help spread the investment. This is unquestionably the most simple and effective way to access the UK’s best opportunity. On top of the points above, you’ll need to hold a valid UK driving licence to get to customers locally.
To find out more complete the application form online, join one of our 45-minute Discovery sessions and learn about how good a fit Hillarys could be for you?
Show more
Show less",Not Applicable,Full-time,Information Technology,Construction
4446945772,Hygiene Operative,OCS,"Livingston, Scotland, United Kingdom",1 week ago,2026-07-31,https://uk.linkedin.com/jobs/view/hygiene-operative-at-ocs-4446945772,"About The Role:
Shift Pattern:
Variable Days - 1.30pm to 9.30pm
Please note:
The role will require the candidate to work in lower temperature environment 1 or 2 times per week (temps: +1 and +12)
We are currently recruiting for a Hygiene Operative to support our client’s site.
At OCS, our cleaners play an important part in providing safe, clean environments in which our customers can thrive in their workspaces. This role is based in a food manufacturing environment.
Your key responsibilities will include, but are not limited to:
Cleaning in a food factory to a level of excellence against food industry standards.
An awareness of the need to maintain high standards of cleanliness and hygiene.
Adhere to safety protocols and guidelines to ensure a secure work environment.
This role may require the use of heavy industrial equipment, specialist chemicals and working at heights.
The ideal candidate should meet the following criteria:
You must have Right to Work in the UK
A background working in cleaning/ food manufacturing environment would be advantageous.
Willingness to work at height.
COSHH and IOSH trained desirable.
About The Company:
OCS UK & Ireland is a leading facilities management company with 50,000+ colleagues and a turnover in excess of £2bn. We deliver innovative, award-winning services within facilities management, hard services, cleaning, security and catering.
Our mission is to make people and places the best they can be for our colleagues, customers and the communities we serve. Our commitment to doing business the right way is rooted in our TRUE values -
Trust, Respect, Unity, and Empowerment.
Why Work for OCS?
✅
Award-Winning Employer
: Ranked 36th on Glassdoor’s Best Companies to Work For 2025 — we value and motivate our people.
🚀
Digital Learning
: The OCS Academy offers digital courses and resources to help you build skills and grow your career.
🙂
Retail Perks
With our Hapi app, you can gain access to exclusive discounts, rewards and wellbeing resources.
📝
Professional Growth
: 600+ live learners across UK&I — Empowering colleagues with further development and qualifications!
💰
Flexible Pay
: Access a portion of earned wages before payday with our Wagestream App! (Contract Specific)
How to Apply:
If you are interested in joining a business that encourages professional development, career progression and the chance to work with inspirational people then please click apply and register your interest! You can also sign up to our job alerts when registering which will notify you when other suitable vacancies are available.
We are an equal opportunities employer and rely on a diverse workforce with a broad range of knowledge, skills, and backgrounds to deliver our goals. We offer an inclusive and welcoming environment and actively encourage applications from all individuals regardless of race, gender, nationality, religion, sexual orientation, disability, or age.
Show more
Show less",Not Applicable,Full-time,Other,Facilities Services
4439859716,Valeter - Grangemouth,Assured Group,"Grangemouth, Scotland, United Kingdom",3 weeks ago,2026-07-14,https://uk.linkedin.com/jobs/view/valeter-grangemouth-at-assured-group-4439859716,"We are pleased to confirm that we have an opening available to become part of the client. The Assured Group are proud to continue their working relationship as preferred outsource Vehicle Cleaner / Driver supplier for our client. We are currently recruiting for multiple Vehicle Valeter’s  on behalf of The Assured Group.
In this role, you will be primarily based as an on-site Valeter, with some driving responsibilities. You will be responsible for carrying out the tasks as listed below, whilst ensuring you provide an exceptionally high level of customer service – as Driver / Valeters are often the initial and final point of contact for customers.
Main Duties and Responsibilities of the
Vehicle Valeter:
Valet, clean and detail the interior and exterior of vehicles to a high standard
Deliver and collect a variety of vehicles in accordance with the category of your license entitlement
Ensuring the necessary handover paperwork is completed thoroughly and accurately
Conduct a thorough inspection of vehicles upon delivery and collection, note all relevant findings with regards to damage, defects and faults of said vehicle – and ensure these findings are agreed and signed off by the customer
Adhere to; and promote health and safety protocols and policies to ensure your safety, and the safety of those around you
Qualification and Experience of Vehicle Valeter:
Full UK Driving License that you have held for longer than 1 year – with no more than 6 points
Experience is preferred, however full training will be provided
Skills Requirements of the
Vehicle Valeter:
Customer service skills
Organisational skills
Punctual and reliable demeanour
Positive attitude with an excellent work ethic
Ability to work flexible hours, including Saturdays if requested
Shift / Hours: Will be discussed at Interview Stage
Type:
Will be discussed at Interview Stage
Pay Rate: Will be discussed at Interview Stage
If you are interested in finding out more about what opportunities we can offer you, please reach out to us today and join the team.
For more information, please call us on +44 1926 834 637.
We look forward to hearing from you
Show more
Show less",Not Applicable,Full-time,Other,"Transportation, Logistics, Supply Chain and Storage"
4449496370,Cleaning Operative,OCS,"Livingston, Scotland, United Kingdom",4 days ago,2026-08-05,https://uk.linkedin.com/jobs/view/cleaning-operative-at-ocs-4449496370,"About The Role:
As a Cleaner at OCS, you will play a crucial role in providing safe, clean environments in which our customers can thrive in their workspaces.
Key responsibilities:
Tidying up work areas, cleaning floors and communal areas including bathrooms, as required
Vacuuming, sweeping, mopping, dusting/damp wiping, emptying bins and other tasks as required.
You may come into regular contact with customers so you must be able to assist them if needed.
You must complete all relevant Health & Safety records and attend training courses when needed.
The ideal candidate should meet the following criteria:
You must have Right to Work in the UK.
A background in cleaning would be advantageous.
Attention to detail and thoroughness in completing tasks.
Why join OCS?
✅ OCS are ranked 36th on Glassdoor’s Best Companies to Work For in 2025, reflecting our dedication to building a supportive workplace where our colleagues feel valued and motivated.
🚀 We believe in investing in our colleague’s futures. The OCS Academy provides a range of digital courses and resources that will allow you to grow your personal skills and advance your career .
🙂 With our Hapi app, you can gain access to exclusive discounts, reward s and wellbeing resources.
🌟 Our values are Trust, Respect, Unity and Empowerment – they’re TRUE. Guided by these values and principles, we’re on a mission to make people and places the best they can be , this includes our TRUE start Awards.
📝 We now have over 600 live apprenticeships in the UK & Ireland — with a target of 1,000. That means more growth, more careers , more opportunity, allowing our employees to empower themselves with further development and qualifications!
💰 Access a portion of earned wages before payday with our Wagestream App! (eligibility for this benefit can be discussed at interview as this benefit is specific to business contracts)
WAGESTREAM IS CONTRACT SPECIFIC
About The Company:
OCS UK & Ireland is a leading facilities management company with 50,000+ colleagues and a turnover in excess of £2bn. We deliver innovative, award-winning services within facilities management, hard services, cleaning, security and catering.
Our mission is to make people and places the best they can be for our colleagues, customers and the communities we serve. Our commitment to doing business the right way is rooted in our TRUE values -
Trust, Respect, Unity, and Empowerment.
Why Work for OCS?
✅
Award-Winning Employer
: Ranked 36th on Glassdoor’s Best Companies to Work For 2025 — we value and motivate our people.
🚀
Digital Learning
: The OCS Academy offers digital courses and resources to help you build skills and grow your career.
🙂
Retail Perks
With our Hapi app, you can gain access to exclusive discounts, rewards and wellbeing resources.
📝
Professional Growth
: 600+ live learners across UK&I — Empowering colleagues with further development and qualifications!
💰
Flexible Pay
: Access a portion of earned wages before payday with our Wagestream App! (Contract Specific)
How to Apply:
If you are interested in joining a business that encourages professional development, career progression and the chance to work with inspirational people then please click apply and register your interest! You can also sign up to our job alerts when registering which will notify you when other suitable vacancies are available.
We are an equal opportunities employer and rely on a diverse workforce with a broad range of knowledge, skills, and backgrounds to deliver our goals. We offer an inclusive and welcoming environment and actively encourage applications from all individuals regardless of race, gender, nationality, religion, sexual orientation, disability, or age.
Show more
Show less",Not Applicable,Full-time,Management and Manufacturing,Facilities Services
4428101765,Dispenser,Boots UK,"Houston, Scotland, United Kingdom",1 month ago,2026-06-12,https://uk.linkedin.com/jobs/view/dispenser-at-boots-uk-4428101765,"The hourly rate for this role is £13.92 and up to £16.64 across selected locations within London.
About The Opportunity
As a Dispenser working within one of our stores, you will be key member of our pharmacy team as you support the pharmacist and other healthcare professionals in your store to ensure the safe and efficient delivery of pharmacy and healthcare services.
Working within the healthcare department of the store, you will spend your time building great relationships with patients by listening and understanding their needs. From greeting customers, dispensing prescriptions and ensuring the safe sale of medicines, to providing advice using your healthcare knowledge to support patients in making informed decisions about their health and wellness – you’ll get to make a difference every day.
This is a role based in store within the UK. Remote applicants will not be considered and applications from candidates outside the UK will not be progressed unless relevant UK qualifications and right to work can be confirmed and evidenced.
Key Responsibilities
Prescription dispensing whilst ensuring the safe supply of medicines e.g. ordering medicines, labelling, dispensing, endorsing and collection of prescriptions.
Work with the other healthcare professionals in your store to assist in the management and delivery of pharmacy services
Provide care and advice to patients about medicines and to refer queries to the Pharmacist as appropriate.
Following Standard Operating Procedures (SOP) to support the safe and legal dispensing of prescriptions
Keeping up to date with new innovations in store and comply with operational processes.
Support patients to manage their prescriptions their way with reliable repeats and manage their medicines effectively to promote adherence and reduce waste.
Working with evolving technologies within store, you will have the opportunity to work with new systems, which helps to develop the traditional dispensing processes to further improve patient safety and release your time to spend more time with patients.
You will be provided with regular updates and training to develop your healthcare knowledge, as well as plenty of career development options including the opportunity to train as a Pharmacy Technician or as part of the store leadership team.
What You’ll Need To Have
Completed the Pharmacy Advisor qualification NVQ2 (or equivalent) or are currently working towards and have completed the first year of an MPharm qualification.
Current and valid UK right to work. This role is not eligible for sponsorship for a Skilled Worker Visa.
It would be great if you also have
Experience working in community pharmacy
Our benefits
Discretionary Christmas Gift Payment
Generous staff discount
Enhanced maternity/paternity/adoption leave pay and gift card for anyone expecting or adopting a child
Flexible benefits scheme
Access to free, 24/7 counselling and support through TELUS Health, our Employee Assistance Programme.
We have a great range of benefits in addition to the above that offer flexibility to suit you - find out more at boots.jobs/rewards. Please note, any salary estimates given on third-party sites are not provided or endorsed by Boots and may not be accurate.
Why Boots
We're always looking for people who care; people who go the extra mile to change things for the better. You'll be joining a company that is evolving and always looking to improve. We foster a working environment where consideration and inclusivity help everyone to be themselves and reach their full potential. We are proud to be an equal opportunity employer, and we are passionate about embracing the diversity of our colleagues by providing a positive and inclusive working environment for all. As the heart of everything we do at Boots, with you, we change for the better.
What’s Next
Your application will be reviewed by our team, and we will contact you as soon as we can. If successful, we will contact you to arrange an interview with the hiring manager.
Where a role is advertised as full-time, we are open to discussing part-time and job share options during the application process. If you require additional support as part of the application and interview process, we are happy to provide reasonable adjustments to help you to be at your best.
This role requires the successful candidate to complete a Pre-employment check after receiving an offer. Depending on your location you will be asked to submit either a DBS (Disclosure & Barring Service), PVG (Protection of Vulnerable groups) or an Access NI Check.
Boots is a Ban the Box employer and will consider the suitability of applicants with criminal convictions on a case-by-case basis.
Show more
Show less",Not Applicable,Full-time,Health Care Provider,Retail
4437280175,Market Street Baker,Morrisons,"Bishopbriggs, Scotland, United Kingdom",5 days ago,2026-08-04,https://uk.linkedin.com/jobs/view/market-street-baker-at-morrisons-4437280175,"Do you want to join an organisation where you can ‘prove’ yourself?
Are you are passionate about baking, either working as a trained baker or in a bakery or in a professional kitchen. If so, this is an opportunity you ‘Doughnut’ want to miss!
Do you have a naturally helpful and friendly style, enjoy meeting new people and going above and beyond for customers?
As a Market Street Baker you are the face of our fresh bakery in store and as part of your role you will:
Ensure customer confidence in availability of fresh bakery products
Maintain quality, fresh and attractive displays of food throughout the trading day to promote sales
Prepare bakery products for sale to company specification, using the appropriate equipment (e.g. prover, oven, mixer) and bakery skills. This will include a variety of bread, rolls, doughnuts, and fruited products
Deliver outstanding, friendly and helpful service, helping remove barriers and creating moments that matter for our customers, highlighting the traditional skills and fresh products we offer
In return for your hard work we will offer you:
Fully flexible shift patterns
Six weeks holiday (including bank holidays)
15% discount in our supermarkets and convenience stores available from the day you join us
Additional 10% discount card for a Friend or Family member
Career progression and development opportunities
Subsidised in store cafe or shop floor ranges
Competitive pension and life assurance
Healthcare/Well-being benefits including Aviva Digital GP
Morrisons MyPerks with discounts at high street shops, cinemas and gyms, and lots more
Optional Payroll charity donations
A range of family friendly policies including 26 weeks maternity and adoption leave along with neonatal and fertility leave
We want to provide everyone with the opportunity to succeed in their role and career with us. It’s one of our main ambitions here at Morrisons, so this could just be the start of your Morrisons journey.
About You
You’ll be the kind of person who:
Is friendly and supportive, loves meeting new people and going above and beyond for our customers
Enjoys being active and working in a fast paced varied environment
Likes to use your own initiative to help support and resolve customer queries
Has the ability to use a range of equipment whilst maintaining high standards of Health & Safety
Has competent Baker skills, mix and mould dough to make bakery products
Enjoys working flexibly across other fresh counters to ensure our customers are catered for across Market Street
What happens next?
Click apply today to join our team - it only takes a couple of minutes! We’ll contact you soon, so please check your emails and phone regularly.
Please note: We will only recruit individuals who are over the school leaver’s age. To find out the school leavers age please visit the following link
At Morrisons, we are committed to ensuring a fair and inclusive recruitment process. You can find answers to common questions on our FAQs page, including how to request reasonable adjustments. Should you need any reasonable adjustments at any stage of the process, please let us know and we'd be happy to support you.
About Us
We love providing our customers with a great shopping experience they won’t find anywhere else. We are one of the UK’s largest supermarkets, we provide great value for money and good quality fresh food and groceries to over 11 million customers every week. Our focus on freshness makes us stand out as we prepare more fresh food in-store than any other supermarket.
We’ve lots of opportunities for you to play your part. So, whether you want to make the freshest food or serve our customers, we’d love to meet you... We're Foodmakers and Shopkeepers and together, we make Morrisons. What we make, makes us who we are
Show more
Show less",Not Applicable,Full-time,Management and Manufacturing,Retail
4440061757,Dispenser,Boots UK,"Clydebank, Scotland, United Kingdom",3 weeks ago,2026-07-13,https://uk.linkedin.com/jobs/view/dispenser-at-boots-uk-4440061757,"The hourly rate for this role is £13.92 and up to £16.64 across selected locations within London.
About The Opportunity
As a Dispenser working within one of our stores, you will be key member of our pharmacy team as you support the pharmacist and other healthcare professionals in your store to ensure the safe and efficient delivery of pharmacy and healthcare services.
Working within the healthcare department of the store, you will spend your time building great relationships with patients by listening and understanding their needs. From greeting customers, dispensing prescriptions and ensuring the safe sale of medicines, to providing advice using your healthcare knowledge to support patients in making informed decisions about their health and wellness – you’ll get to make a difference every day.
This is a role based in store within the UK. Remote applicants will not be considered and applications from candidates outside the UK will not be progressed unless relevant UK qualifications and right to work can be confirmed and evidenced.
Key Responsibilities
Prescription dispensing whilst ensuring the safe supply of medicines e.g. ordering medicines, labelling, dispensing, endorsing and collection of prescriptions.
Work with the other healthcare professionals in your store to assist in the management and delivery of pharmacy services
Provide care and advice to patients about medicines and to refer queries to the Pharmacist as appropriate.
Following Standard Operating Procedures (SOP) to support the safe and legal dispensing of prescriptions
Keeping up to date with new innovations in store and comply with operational processes.
Support patients to manage their prescriptions their way with reliable repeats and manage their medicines effectively to promote adherence and reduce waste.
Working with evolving technologies within store, you will have the opportunity to work with new systems, which helps to develop the traditional dispensing processes to further improve patient safety and release your time to spend more time with patients.
You will be provided with regular updates and training to develop your healthcare knowledge, as well as plenty of career development options including the opportunity to train as a Pharmacy Technician or as part of the store leadership team.
What You’ll Need To Have
Completed the Pharmacy Advisor qualification NVQ2 (or equivalent) or are currently working towards and have completed the first year of an MPharm qualification.
Current and valid UK right to work. This role is not eligible for sponsorship for a Skilled Worker Visa.
It would be great if you also have
Experience working in community pharmacy
Our benefits
Discretionary Christmas Gift Payment
Generous staff discount
Enhanced maternity/paternity/adoption leave pay and gift card for anyone expecting or adopting a child
Flexible benefits scheme
Access to free, 24/7 counselling and support through TELUS Health, our Employee Assistance Programme.
We have a great range of benefits in addition to the above that offer flexibility to suit you - find out more at boots.jobs/rewards. Please note, any salary estimates given on third-party sites are not provided or endorsed by Boots and may not be accurate.
Why Boots
We're always looking for people who care; people who go the extra mile to change things for the better. You'll be joining a company that is evolving and always looking to improve. We foster a working environment where consideration and inclusivity help everyone to be themselves and reach their full potential. We are proud to be an equal opportunity employer, and we are passionate about embracing the diversity of our colleagues by providing a positive and inclusive working environment for all. As the heart of everything we do at Boots, with you, we change for the better.
What’s Next
Your application will be reviewed by our team, and we will contact you as soon as we can. If successful, we will contact you to arrange an interview with the hiring manager.
Where a role is advertised as full-time, we are open to discussing part-time and job share options during the application process. If you require additional support as part of the application and interview process, we are happy to provide reasonable adjustments to help you to be at your best.
This role requires the successful candidate to complete a Pre-employment check after receiving an offer. Depending on your location you will be asked to submit either a DBS (Disclosure & Barring Service), PVG (Protection of Vulnerable groups) or an Access NI Check.
Boots is a Ban the Box employer and will consider the suitability of applicants with criminal convictions on a case-by-case basis.
Show more
Show less",Not Applicable,Part-time,Health Care Provider,Retail
